,Reviews,Rating
52493,Delicious lasagna :) Lovely chicken & chorizo lasagna,1
52496,popped in for a coffee and breakfast Im back for the Third time and will be ba,1
52498,Very good local restaurant The place to take a break ,1
52500,Good Food - limited Gluten Free Restaurant in the hotel so very handy,1
52501,very authentic pizzas full of taste Mar1,1
52502,Great burgers good beer but soggy fries Good burgers,1
52503,Great fast food Lovely fresh food good price Great frien,1
52504,AMAZING food xxx Microwaved Food,1
52506,A visit with friends Always good 👌🏻,1
52507,Great little place Buzzing,1
52508,Nice neighbourhood place with good pitas Great Pub,1
52509,Superb Pho 👌🏼,1
52510,Tasty food and entertainment Fast Food Thay May Not Be Bad For You,1
52511,Lunch Amazing all round,1
52512,Excellent toasties Good toasties & friendly atmosphere,1
52513,Tasty clebratory meal Taste of South India,1
52515,Fun pub for drink food and view Friendly traditional English pub,1
52517,Good pizzas and decent prices Decent pizza relaxed meal,1
52519,Bizarre but hilarious Friendly local,1
52521,Yum Great food,1
52522,Closed down? Service a little frosty at first but good,1
52524,Good food and friendly staff No 2 in small burger chain stakes,1
52525,Pricey but good food Lovely tomato risotto,1
52526,Wonderful cafe by day and drinks by night Great coffee and a nice little cafe / deli,1
52527,Excellent beers The beers are fantastic,1
52528,Fantastic Best flatwhite in the postcode,1
52530,Great food and great people Great value fresh grilled food,1
52531,Amazing food and atmosphere Lovely food,1
52532,Old fashioned boozer Rare a proper pub,1
52534,Should have tried sooner Fantastic flavours,1
52535,A Fine Afternoon Tea afternoon tea with my daughter to celebrat,1
52536,Defo one to visit First timebut not last time,1
52537,Surprisingly good Life saver,1
52538,Very good food One of the best in Willesden Green,1
52539,5 oclock steak Sunday Careful with the pricing,1
52540,Good service and drinks Horses for Courses,1
52541,Nice food great staff Quality over Quantity,1
52542,Delicious food highly recommend Great discovery,1
52543,Good food but noisy A birthday present,1
52544,If only there was a zero stars option A very nice pub,1
52546,Surprise birthday lunch for 20 Fantastic Breakfast,1
52547,Very tasty Cooked in full view,1
52548,gorgeous chai latte Just Perfect,1
52549,Nice food Oh you know falafel do you? 😀,1
52550,A pot of mint tea and cakes lovely range Hidden gem in Shepherds Bush,1
52553,Welcome lunch break Its HUGE,1
52554,People that care about food Great find,1
52556,Great place Good for a quick bite,1
52560,Good food Great value - best egg fried rice ever,1
52562,Decent Japanese option Understated but very authentic Japanese,1
52563,Pure Japanese taste Very good ramen,1
52564,Good excellent Thai food,1
52565,A little oasis in a busy city Extremely nice for summer,1
52566,Love Skehans Great Thai restaurant attatched to great I,1
52567,Super Italian Sublime lunch,1
52568,Hidden gem Very good burgers,1
52569,Good choice for first night in London Lovely food,1
52570,gone but never forgotten Finally a decent brunch in London,1
52572,Another quirky coffee venue Fun place for coffee breakfast lunch and,1
52573,Home from home Great little café,1
52574,Ugandan heaven Food was amazing I will be back,1
52576,Good brunch beautiful place Amazing cocktails,1
52577,Still a Soho Gem Fave SoHo Pub,1
52578,Graduation Ceremony and Reception Fantastic place,1
52579,Healthy(ish) fast food Good quick street food,1
52580,good burrito Great food,1
52581,spent a day in London and decided to have Lovely london pub,1
52582,Lovely atmosphere great food Amazing Food Brilliant Serive Great Atmo,1
52583,Haphazard and fun Fantastic Mixed Grill and Shisha,1
52584,Good chikcen  Bank Holiday Meal with Daughter,1
52587,Great food good atmosphere School reunion,1
52588,Great lunch and coffee Good Place To Lunch,1
52592,Afternoon walk Super friendly staff and great service,1
52593,Great value super tasty Good value Lebanese,1
52594,Must try wow,1
52595,Best Tagine in London Great value tagine,1
52596,Best Curry in London Top Notch Ruby,1
52597,True Italian Nice staff and nice cakes,1
52598,drinks after dinner Thirsty a pint,1
52599,Delicious treat Yummy,1
52600,Christmas drink Simple pub nothings fancy,1
52602,Rare Great Service in the Centre of London Excellent breakfast and location,1
52603,Enjoyable experience Very good hotel food,1
52604,Just popped up in 2015 Cosy warm and welcoming,1
52606,Great Meat An unexpectedly lovely evening,1
52607,Great place for early morning (930 on) co Coffee and later lunch for three adults a,1
52608,Great Kebab Great value simple Turkish kebab,1
52609,Fabulous Food & Friendly Service Great fry up,1
52610,Great Sunday lunch lovely meal with family,1
52612,Fresh healthy tasty Good pho good service,1
52613,Next level bottle shop Very enjoyable out of the way place,1
52614,Very friendly staff A very pleasant experience,1
52616,Smiley friendly staff nice decor though Great cheese and wine night,1
52617,Interesting pizza gluten free Superb find,1
52618,Big but cosy pub with a nice outdoor area Sunday roast,1
52621,Interesting Always serves a very well kept pint - not,1
52623,Indian Tapas Very nice very good very welcoming,1
52624,Little Gem of a cafe Good vegan meals,1
52626,Hit and Miss :/ Good food and nice atmosphere,1
52627,Good and Friendly Super duper Fish and Chips,1
52630,Very Good Quality Japanese Food Good sushi,1
52632,A Must if Youre Visiting The Area Great,1
52633,Sunday Breakfast Very very good Pub,1
52634,Tea and cake Quiet and friendly,1
52635,Sunday lunch So much heart,1
52636,First class food Very Disappointing Experience,1
52638,Petty and inconsistent manager Exceeded Expectations,1
52639,We love Mems Wonderful cafe food for a quick lunch,1
52640,Good Food Friendly Staff Local pub feel,1
52641,Very good brunch spot Nice atmosphere Food ok but overpriced,1
52643,Wine of Fortune A very enjoyable dining experience,1
52645,VERY GOOD Summer drinks in the Courtyard,1
52646,Very healthy takeaway Lovely friendly place,1
52648,Great place  Surprised by this hole in the wall for goo,1
52649,Rolling Rolls and Thick Breads Yummy Cinnamon rolls,1
52651,Best sandwiches in London Best sandwich in London,1
52652,Will order again Amazing Iranian fast food,1
52653,Really want to keep this eat to myself One of the best Reuben sandwiches I have e,1
52655,Amazing rock pub Live music,1
52656,Good City of London pub Evening meal,1
52657,Great meal The BEST curry,1
52659,Spitalfields Kastner: Delicious varied o Lunch takeaway,1
52662,Amazing taste and great vegan selection best Macarons and I am French,1
52663,Slow service but excellent food Great foodGallic charm,1
52664,Friendly service and great food Good Frittata,1
52665,Too small Cosy branch,1
52667,Simple unpretentious tasty and flavourso Quiet evening and what a find,1
52668,Great fish and chips Good chippy,1
52669,Amazing Shisha and affordable tasty food Dinner,1
52670,Decent service from chain restaurant Busy but goid,1
52671,Friendly local restaurant Great brunch,1
52672,Nice food but overpriced Great food awful music,1
52674,Evening coffee and dessert Coffee delight 👏🏻,1
52675,Tasty well priced service a bit hit and Interesting Food Fast Service,1
52677,Work drinks Nice lunch,1
52678,Best service best Indian food Good food and because of tastecard fair va,1
52680,Very decent burger Good burgers will return,1
52681,Affordable nice restaurant and good food Very nice Persian food,1
52682,Nice food Pizza & Beer,1
52686,Cash only - but worth bringing some along Cash only,1
52687,A really good find of a too-rare bird Good old fashioned pie and mash,1
52688,Nice find basic menu Breakfast,1
52690,Surprisingly decent meal Super quiz decent food good beer selecti,1
52692,Unbeatable price for value Best Chippy In London,1
52694,Best sandwich in the City Breakfast,1
52695,Great food always hot and fresh Great place to eat,1
52696,Nice surprise Fresh Thai food under new management,1
52697,Delish Korean style fried chicken Authetic quality and good value,1
52698,Not cheap - not bad - a good place to have Lovely,1
52699,Muse then food Tasty,1
52700,Good service What a great place we went for Sunday lun,1
52701,Quick fresh bite Get there early,1
52702,Great stop-off on a night out Fabulous atmosphere Wish I had been ther,1
52703,Classy sushi cosy smart surroundings Very good lunch and excellent service,1
52704,Not the best Hosted a great night,1
52705,My Favourite London Club Beautiful place and excellent service,1
52706,Real Home Cooking and Service Lunch,1
52708,Enjoyed the food Poor beer and limited menu,1
52709,Great food but cash only Best Pho Ive had Outside of Vietnam,1
52712,Cute Fun Bistro and Coffee brunch and coffee,1
52713,Dismal Food was excellent - staff were friendly a,1
52714,Visited the deli and takeaway Lovely authentic italian deli & cafe,1
52716,Amaaazing pizza OK and thats all,1
52717,Lovely place to relax Not overly impressed,1
52719,Excellent lunch in a popular restaurant Still great pizzas Reliable tasty food,1
52721,Flavourful Briyani Good Place for qucikly grabing Indian Food,1
52722,Long pleasant evening Great Sunday Lunch,1
52724,Outstanding service great food amazing vie Fantastic Hotel,1
52725,great little neighborhood with plenty of s Interesting varied food,1
52726,Very good quality food Absolutely amazing,1
52727,Fantastic curries Consistently good,1
52728,Nice traditional pub in London Traditional pub with nice beers at good pr,1
52729,Full on flavour Eritrean world,1
52730,Great tapas Very pleasant meal,1
52732,Charming Japanese true to its origin Sushi lover,1
52733,Great Great for hot pot,1
52734,This is truely the best pub in the area Brilliant Pub just off the main drag,1
52735,Old style pub Great West Ham Bar,1
52736,Genuine unaffected Moroccan eatery Delicious,1
52737,Dont be put off by the exterior lovely f Ok food,1
52738,Lovely Meal nice atmosphere,1
52739,Tasty food reasonable prices Lovely food drinks and service,1
52741,Excellent crust beats the pizza chains han Great Pizza as you would eat it in Italy,1
52742,Helpful staff interesting location Such a fun place,1
52743,Great place Great staff; great service; make you feel,1
52744,Amazing food Nice udon served in cosy Cafe,1
52745,Decent Loved the singing chef,1
52746,Yummy Coffee and cake after Chinese,1
52747,Excellent Japanese food Surprisingly Great Japanese find,1
52748,A lovely meeting place Bar and good breakf Delicious Aperitivo,1
52749,Small but nice Just a normal Indain restaurant,1
52750,Good but inconsistent Generous portions- a carnivores dream mea,1
52752,Fantastic find Green curry was definitely bang on,1
52753,Good food but a bit overpriced Proper sushi,1
52755,Good lunch spot Great Takeaway Sushi,1
52756,Authentic greasy spoon Post Night Shift Breakfast,1
52757,Friendly pub Quirky friendly and atmospheric,1
52758,Lovely little place Tasty coffee and good cake display,1
52759,Expensive but delicious Great to see another branch,1
52760,Love this pizza Fab pizza in the heart of Shoreditch,1
52761,Great late night cocktail spot Great drinks,1
52762,End of term drinks Nice food and drinks,1
52763,Friendly cheap and tasty Best bacon sandwiches in Whetstone,1
52764,Much better than any other doughnut Ive h Quick Gluten Free doughnut,1
52765,Great Vietnamese food Deliciously simple,1
52766,Lovely Sunday Lunch Decent,1
52767,Very useful drop in Convenient,1
52768,great place to sit affordable mexican foo Good Value,1
52770,Top burger restaurant Geoff,1
52771,Good Good curry,1
52772,Sumptuous breakfast Good no-nonsense hearty food,1
52773,Nice food Superb,1
52774,Amazing Chef- Vegetarian dishes are amazin A good ole London pub and proper pub gru,1
52775,Best Sandwiches Hidden in alley gem,1
52778,Delicious So so,1
52780,Unexpectedly delicious Pleasant surprise,1
52781,Excellent Japanese food Very good japanese restaurant,1
52782,Nice cake okey coffee Healthy dinner,1
52783,Good Excellent coffee shop,1
52784,Great Meatballs Greatly Missed Excellent healthy tasty lunch spot in Soho,1
52786,Fresh and healthy food Mugged at the break of dawn,1
52788,Café hidden gem,1
52789,Really Good Tapas Delicious Authentic Spanish food,1
52790,exellent Reminds me of my aunties house,1
52791,GREAT PLACE TO HAVE DINNER Great - felt in Italy,1
52792,Good for light and tasty food Nice place to eat a quick lunch,1
52793,Nice place to have Breakfast 5 stars isnt enough,1
52794,Friends and Family Xmas lunch Sunday Brunch,1
52795,Great and cheap nutritious food Quick breakfast,1
52797,Great find Friendly and great value Azerbaijani resta,1
52799,Good food Really great service and food,1
52800,Fanatastic seaside fish n chips Love this place - BEST fish n chps,1
52803,Great local Authentic Thai cuisine friendly staff go,1
52805,good Vietnamese in Westfield Simple fresh value,1
52806,Great find Hot fresh tasty Portuguese f A brilliant restaurant,1
52807,Cosy Curryhouse Excellent local curry house,1
52808,Oh God That Portion Best falafel in UK,1
52809,Delicious pasta at affordable prices Great pasta for good price,1
52810,Great value and a warm welcome Great food,1
52811,Simple yet great Fresh&fast,1
52813,Best Indian for miles around Great service,1
52814,Excellent food and Stuff Evening meal,1
52815,Relaxed friendly great music and good fo Nice place with live jazz music,1
52816,Really tender meat Best Restaurant in Newham Amazing Custome,1
52817,Marvellous coffee shop with food Fun place for girl friends to meet for aft,1
52818,Nice evening Terrible shame,1
52819,Healthy & Great value for money A Rare Treat for Real Foodies,1
52822,Good beer and burger Great choice of Burgers and Beers,1
52823,The Most Delicious Take Away fr miles Delicious food,1
52824,Perfect local curry house Tasty Indian food efficient & polite serv,1
52826,First visit today looking forward to my n Nice - except the plastic glasses,1
52830,Delicious ribs sublime pork belly Great experience,1
52831,Family Meal Great Lebanese cafe,1
52833,Excellent quality food but limited menu Coffee break with my grand daughter,1
52835,Good Thai food smart restaurant and good Lunchtime treat,1
52836,late lunch great find of place to eat,1
52837,Great food Exceptionally average,1
52839,Friendly and great fish An institution in Good Family business,1
52840,Can do betterneeds to Light Christmas Dinner,1
52841,JUST LIKE MOTHER MAKES Ok,1
52842,Get together One of the best this end of London,1
52843,Great Pizza Excellent wood oven pizza,1
52844,Absolutely stunning A cut above,1
52845,Sunday Lunch at Bianco 43 Birthday dinner,1
52847,Great coffee and lovely staff Perfect Flat White,1
52848,Nice pizza terrible shakes shocking serv Always good,1
52849,Gastronomic delights Lunch date,1
52850,Great food beautiful space really pleasa Gorgeous bolognese pasta and proper artisa,1
52851,Fantastic customer service Great for a quick pint,1
52852,pub only not eaten here Fun pub,1
52853,Delicious burger Birthday visit,1
52854,Best take-away in London Great value tasty roti and curry from Guya,1
52861,Best fish and chips in SW london Fab Fish,1
52862,Hidden Brazilian Gem Fantastic Steak Sandwich,1
52863,New local trying out different places Grate Dinner,1
52864,What more would you expect other than EXCE Best hair salon in the world,1
52865,Great little restaurant -- shame it had to Very tasty kebab,1
52866,really excellant fulll English breakfast Big breakfast,1
52867,Best Gym Restaurant in Town Great Breakfast,1
52868,Great One of the best Chinese takeaway joints in,1
52869,Hidden Gem Superb,1
52870,Opened up immediately after Christmas Sunny lunches,1
52871,Fantastic hole in the wall family-run su The best Sushi in South East London,1
52872,fabulous juice tucked into a lovely little Delicious,1
52873,Great chips Tasty food generous portions,1
52874,Heavenly food Great Kurdish cooking,1
52875,Best takeout in the area in a long way Amazing service great coffee and they cook,1
52876,first class deli Amazing fine,1
52877,Little gem in the heart of Catford  Pleasant food and atmosphere,1
52878,Delicious vegan Italian Wow,1
52879,My favourite pub A gem,1
52880,A very atmospheric pub A proper pub,1
52881,Best Burger in London Best burgers know to mankind,1
52882,La Piazza Hamersmith,1
52883,Best pizza in london Incredible food fantastic price lovely o,1
52884,Amazing food Always amazing food,1
52885,Great tasting food with good portions Best Indian in the atea,1
52886,Lunch The best Café in Holloway,1
52887,Love this place Amazing,1
52888,The best in Hanworth Really good food,1
52889,Just what tooting bec needed Lunch today,1
52890,Drinks and Snacks A small drink and a rest,1
52891,Delicious pizza fantastic authentic italian pizza,1
52892,A special and unique place Gorgeous REALLY Gorgeous little cafe with,1
52893,Regular visitor great wraps Fresh Indian wraps,1
52894,More cafe than restaurant Delicious Brazilian food,1
52895,Hidden gem Outstanding food served by wonderfully kno,1
52896,Amazing burger Definitely a good place to go 👍,1
52897,When you visit London make a trip to Atte Very strong coffee,1
52898,Delicious food with good portion sizes Outstanding,1
52899,Libertea is a unique high quality cafe Yummy quiche :),1
52900,Great Chinese Takeaway The Best,1
52901,SMALL BUT BIG CHOICE Great place and service,1
52902,Lovley little find Awesome Local Pub - good drink food and m,1
52903,Very good food Best Ive ever had,1
52904,Superb Good,1
52905,Occasional Love it,1
52906,Yummi,1
52907,Great lunch Good pub food for quick lunch,1
52908,SO MANY FLAVOURS,1
52909,Top draw Best in london,1
52910,A great place to have coffee and cake Lovely food,1
52911,The best staff Great food 🥘,1
52912,Awesome chillout place Cheap and tasty,1
52915,Lunch Still going strong,1
52916,Best chicken in London Best meal I had,1
52917,Little gem Very good and original taste Korean food,1
52918,Summer spot Old Bank Good Fullers Pub,1
52919,Best Pickle Tray ever WAS THE CHEF STILL ON HIS CHRISTMAS HOLIDA,1
52920,What a lovely surprise Always excellent,1
52922,Tasty South Indian Food Really good South Indian restaurant,1
52925,Great Lebanese food  Delicious Lebanese food,1
52926,Nice steaks Good Steak in Piccadilli Circus,1
52927,Eel  pie & mash Best pie and mash in the world,1
52928,Great breakfast breakfast,1
52931,Nice little hidden place Affordable Sunday Roast in that area,1
52932,Yum yum Waterloo Wasabi Tops,1
52935,Good service nice food Good price for reasonable burger,1
52938,Super cute little cafe Very nice litte cafe bistro,1
52939,Super Fish N Chips 🥔 🍿 🐟🐠 Good chips Run by friendly Turkish family,1
52940,Fresh and delicious RIP Shish Mangal,1
52942,Always a pleasure Great inexpensive Kentish Town Cafe with F,1
52943,Just off Portobello Road Forever Fika,1
52945,Used to be The Workers Cafe now transforme Fantastic breakfast,1
52946,Pleasant evening couple of beers & Food Lovely canal side music and food,1
52947,Private Party Great chicken burger,1
52948,Lovely Christmas Lunch Excellent Sunday lunch with great service,1
52949,A North Afrcan Breakfast Finally,1
52950,My Londondays Breakfast We were overjoyed that at last this new Pr,1
52951,Delightful fresh homemade food and friend Nice find,1
52952,Fantastic French fayre Great neighbourhood bistro,1
52954,Scallops and bacon sandwich - unbeatable Old style greasy spoon,1
52955,Chocolate Lovers Haven Try everything,1
52956,Favourite Brunch Spot Pleasantly surprised - little gem,1
52957,good food easy access Super Food Salad,1
52959,Awesome irish bar Great breakfast,1
52960,Amazing friendly cafe Excellent independent in Wimbledon Chase,1
52964,Delicious but hard to find Great street food,1
52965,Best Bloody Mary ever Great,1
52968,An excellent pub - gaining in popularity An OK city boozer,1
52970,Best traditional pub food Watch the Football & a bite to eat,1
52971,Great Atmosphere Good Food Nice,1
52972,Great food Romeo Jones lunch,1
52973,A light lunch on a wet Saturday Best Street Thai in London,1
52974,Reliable quality of food and good service Interlude dinner,1
52976,Short visit with colleagues Lovely grub,1
52977,Back to being very goid Well-run restaurant and kid-friendly,1
52979,More than just a chic bar A lovely place for a quiet early drink,1
52981,Tasty simple food and nice atmosphere Gastro Pub redefined,1
52982,Oh My GodSo Good You had me at Duck Salad,1
52983,Amazing food Excellent food,1
52984,Finally A bangladeshi Biriyani Restaurant Family dinner,1
52985,Did the job well Amazing cocktail bar,1
52986,Good value for money The Best,1
52987,Summer Party Curry A little gem,1
52988,Cosy café with excellent service Great coffee and excellent service,1
52991,Excellent coffee Great relaxed brunch,1
52992,Oldest pub in Mayfair Great British Pub,1
52993,Excellent location Beautifully prepared f Nice location and quality,1
52994,Very reliable restaurant that is now close Best fish,1
52996,Great salads - cool location Excellent food and coffee,1
52998,Good affordable pub in ealing Cheapest Beer in Ealing,1
52999,Our favourite Indian Restaurant Nice,1
53000,uzbek national food Nice food,1
53002,Best tapas I ever tasted A place to share,1
53005,Super Sushi Eat in amazing take out just soso,1
53007,Memories of Spain A cocktail evening with friends,1
53008,Healthy and delicious Amazing healthy food the best,1
53009,Great For Early Morning Breakfast Always friendly and reliable on a busy day,1
53010,Bloody good cakes and breakfast Best salmon and cream cheese bagel Ive ev,1
53011,Great local pub Outstanding value,1
53012,Sad Sad Times Delicious Kebabs,1
53013,Overpriced Great Wine Bar Eaterie,1
53014,friendly Awesome Steak Out,1
53016,10/10 mate Karwoo best Chinese around,1
53017,Great Breakfast and friendly staff One of the best meals,1
53018,Best chips and kababs in the area Fish and chips,1
53019,A taste of the traditional East End at its Real food,1
53020,Hidden Gem Still as good as eber,1
53021,Great ambience Thanks Martha,1
53022,Decent Thai and good value for money A perfect place to eat beef a drink a bear,1
53023,Great lively family-friendly Great refurb - staff let down,1
53026,busy city pub with food Nice pub,1
53027,Nice little coffee shop Tasty,1
53028,Just drinks Sunday pub lunch,1
53029,Great little cafe Nice Cafe definitely improved,1
53030,Outstanding Dinner,1
53031,organic fresh and delicious Amazing food,1
53032,JUNK FOOD Vegan Junk Food Delight,1
53033,Excellent Best Jerk Chicken,1
53034,Stunning surroundings and epic cake Very good food and room,1
53035,Incredible tastes Fantastic food for both meat eater and veg,1
53036,Lovely place for breakfast especially on a Excellent find,1
53038,Soooo Good lovely little place,1
53040,Best Chippie Excellent service,1
53042,Great cooking proper traditional curry ho One of the best Indian meals I have had,1
53043,Nice place Nice cocktails,1
53045,Little Gem Fantastic food friendly service,1
53046,Excellent Value + Delicious Meal + Superla Nice food,1
53047,Have to go back again soon - delicious foo Wonderful food,1
53048,Great service and well stoked Consistently good,1
53049,Great find for great Sushi Mayfair-style sushi in Fulham:),1
53050,Beautiful Olivewood cutting boards Great selection,1
53051,Took out sandwiches and salads Great quick bties,1
53052,Great Metting Place Small and good quality,1
53053,Very good curry house f,1
53054,No surprises Tasty Kebab,1
53055,Dinner after a coffee at the deli across t Amazing,1
53056,Treasure in Soho Great food amazing cocktails even better,1
53057,Cafe review Fabulous for healthy salads,1
53059,Good food if you dont mind waiting Great coffee,1
53060,Nice lunch Pizza takeaway,1
53062,Insanely amazing Korean fried chicken Lunch at BoxPark Croydon,1
53063,Meydans Sofrasi so good Good Turkish food,1
53064,Delicious seasonal food Super food and cocktails - great meal for,1
53065,Brokers Wine Bar Great little place in the superb Leadenhal,1
53066,Great coffee pleasant placeinteresting m Amazing coffee,1
53067,Quirky shabby-chic value for money Gothic style cafe,1
53068,Quiet spot amidst the hustle and bustle of My new local,1
53070,Support a proper pub Cosy Friendly & Local,1
53071,A lovely local cafe endearingly confusing combinations,1
53072,Always great selection to choose from Exc They catered for my lunch party,1
53073,Great falafel Great Food 😊,1
53074,Fantastic food Great price Beer not so m Chilled,1
53075,Lovely Thai food Favourite restaurant,1
53077,Pizzalicious great,1
53078,Excellent Take away,1
53079,Easy takeaway Hidden gem,1
53080,Does what it says on the tin Coffee in china cups or mugs,1
53081,Poor chips soggy fish Excellent fish and chips,1
53083,UNIQUE AND FABULOUS PLACE Not what I expect from Jumeirah,1
53084,was not disappointed Friendly and good tasting food,1
53085,Fab takeaway Eat in - Take away,1
53086,Great for breakfast Got a seat and relaxed,1
53087,Great food great prices Great Place for Traditional English Breakf,1
53088,Good location to celebrate a successful da Great food experience,1
53089,Lovely bright cafe friendly staff and gre Best breakfast in Pimlico,1
53091,Yuma Sushi cafe/sushi bar - Chiswick Park Good food and really fresh fish,1
53092,A M A Z I N G Best kebab in the world,1
53094,Good pizza Really nice pizza,1
53097,Great grub Really Consistently Good Cafe,1
53100,Great night out Pleasant Surprises On The Wine List,1
53101,First class A gem of a local restaurant,1
53102,Hara kebab Coriander Sizzler,1
53104,Nice place - good coffee Friendly service decent coffee and cakes,1
53105,Great venue for hen party Italo-Turkish,1
53106,Perfect for bday drinks Great for a nightcap,1
53107,A fine lunch Good coffee,1
53108,Consistent Always reliable always reasonable always,1
53109,Good food  Speedy Service 100% Fantastic,1
53110,A cracking Boxing Day Breakfast Breakfast,1
53111,Quirky Friendly Boozer Cricket,1
53113,Comfortable hotel bar Yummy waffles,1
53114,Good cheaper Lebanese Nicely cooked kebab and rice in convenient,1
53115,Contemporary cocktails in a minimal atmosp Interesting yet delicious,1
53118,All about the 2 for 1 cocktails Just enough flavour to swallow the corpora,1
53119,Very nice Turkish food Hmc certificated,1
53120,Quick bite lunch time Excellent value lunch,1
53121,Absolutely the best Thai in London Favourite in East Sheen,1
53122,I love the food here Definitely guarantee great fresh food and very quick,1
53124,Outsanding service and great menu best sandwiches in covent garden,1
53125,Great Thai Food & Service Lovely,1
53126,Quick meal that is somewhat healthy Nice breakfast,1
53127,Great Indian food at thr cricket club Fab Indian,1
53128,Great Shawarma Shawarma,1
53130,A pleasant discovery Great Food and Atmosphere,1
53132,Amazing Mexican Food Im a regular guest,1
53134,Impressed Cute Hidden Jem,1
53135,Bacon Cheeburger Angry Frise Best burger we’ve ever eaten ever,1
53136,Delicious as usual Bogdon handled my complaint well,1
53137,Fun -- Another Thai in Wimbledon Promising start for village newby,1
53138,Quick coffee and bit to eat Lovely setting but dry scones and tasteles,1
53139,Super Staf A Wetherspoons,1
53141,Great service great atmosphere Friendly coffee shop at heart of active ev,1
53142,Good food good service all at a good pric Lovely tasty food & good value for money,1
53143,Brilliant food Nice,1
53144,Quaint Coffee properly done Everything a cafe should be,1
53145,Weekend treat Great Fish and chips,1
53146,Enjoyable and service was good Superb unusual salads,1
53147,Dont be fooled by this neighborhood fish Very Good,1
53148,Good Basic Food Quick and fine,1
53149,Best Thing After a Gig Take-out food for the sophisticated palate,1
53151,Liked Pure actually a different offering Excellent healthy meal in a clean (small,1
53152,Lovely place Great cafe very popular,1
53154,New Year party Just opened,1
53155,Dante - The best - Rest In Peace Warm friendly atmosphere,1
53158,Genuine Spanish food A very nice spanish restaurant,1
53162,Last Stop Good Place For A Takeout,1
53164,Nice one Overpriced and poor service,1
53166,Wonderful Wedding venue Date,1
53167,Great shows intimate theatre and great va Small perfect venue,1
53168,Dinner before the Nutcracker Good value pre-theatre meal,1
53169,Super chicken gyros Gyro greatness,1
53170,Family Sunday Lunch The second visit was a good as the first,1
53171,Excellent Great experience,1
53172,A hot steaming spread of delicious food Attentive service excellentconsistent Ch,1
53173,Quick snack or fry up Good fast food,1
53174,Cosy cafe with welcoming people Very frindly people,1
53175,Amazing place Only Option Inside Victoria Park,1
53177,Authentic Italian Food Authentic Neapolitan pizza,1
53178,Amazing evening Unhurried and good food,1
53179,Visiting very often Nice sushi for a good price,1
53182,FRIDAY LUNCH Get in the mix,1
53183,Delicious food and delightful owners Excellent Italian food,1
53185,Lovely dog friendly pub Great new courtyard garden,1
53186,Trendy place Nice cakes,1
53187,chocolate mouse A step down from the 4 seasons,1
53188,Amazing Indian sweets Dahi Wada,1
53190,Great atmosphere A peaceful cafe in Woolwich,1
53191,Great fish n chips great value and freshly fried fish,1
53194,Excellent English Breakfast FRESH FOOD COOKED TO ORDER CANT GO PAST,1
53195,Pub to enjoy John the manager saves my life,1
53197,Great place for a quick bite Nice sandwiches - shame about the coffee,1
53198,Late bar in W5 review from Vietnam really??,1
53199,Best Pizza in London The best,1
53201,Great tapas and wine Great food and staff,1
53202,Great night on a beautiful boat Wow just wow NYE,1
53205,Secret and amazing Delicious and nice lady,1
53208,Amazing food Excellent Italian food,1
53209,Typical boozer Great night,1
53210,Good good Great breakfast,1
53211,A good choice Lovely food however very slow service,1
53212,Chicken Wing Tuesdays Chicken wings night on a Tuesday,1
53213,Best Pub Food Ive Had In Ages Good pub Sunday lunch,1
53214,Home cooked quality food Old stamping ground,1
53215,Fantastic Christmas Party Lovely place and delicious pizza,1
53216,Lunch Victoria park london Rushed & Brushed,1
53217,Terrific coffee and brunch - both Turkish Frequent customer my favourite cafe,1
53218,Disappointing Brasserie blanc,1
53220,Great Food and Menu Superb Curry,1
53222,Good food Little Gem,1
53223,Bite to eat Very good indeed,1
53224,Czechs taking control Great burgers,1
53225,⭐️⭐️⭐️⭐️ Cool friday night,1
53227,A real Italian pizza in a car in London Real Italian pizza thin and tasty,1
53228,My local cafe Great Breakfast,1
53229,Friendly staff Great for a quick bite,1
53230,Great authentic British local pub Great Boozer,1
53231,Amazing Bulgarian cuisine Amazing athmosphere and friendly staff,1
53232,such a fun experience Good homemade food,1
53233,Very tasty budget pub lunch & pint Nice friendly pub,1
53236,Good food but completely empty apart from great food beautiful room,1
53237,Excellent Cafe Cute local cafe,1
53240,Quality kebabs Enjoying friendly dinner,1
53241,Good value for money Excellent Value Plenty of Choice,1
53246,Nice food Local & Tasty,1
53247,Family dinner Never fails to disappoint,1
53248,A nice Pub From the outside it looks like an average,1
53249,Great find – an unexpected gem Great local Cafe at last,1
53250,Nice find Like,1
53252,Nice food but small portions Definitely go back again,1
53253,Friendly small honest Italian Polite and helpful staff Lovely ambience,1
53255,Delicious food but other aspects can be i Very busy well stabilised restaurant,1
53256,Sushi nice Travellers good partner,1
53258,So much fun Great staff Great bar,1
53259,Nice place Quiet Breakfast Spot,1
53260,Great breakfast Good food A bit pricey Service ok,1
53261,very very good § Fun and Good Food,1
53262,Cosy + Yum Hearty and delicious breakfast,1
53263,First time I have tried this place in year Excellent delicatessen,1
53264,Nice but have to work on cocktails Had high hopes but unfortunately didnt de,1
53265,Great food and prices Great little cafe,1
53266,Lovely breakfast Great Weekday Deals,1
53267,Perfect breakfast Great selection of cheese,1
53268,Excellent Customer Service West Indian Res Best patties,1
53269,Very tasty Very good,1
53270,Snacks purchase Delicious,1
53271,Very local good locals Really nice food and staff ,1
