,reviews.text,sentiment
538,I was excited to see that Amazon was allowing its name to be used on batteries as I feel that Amazon is concerned about its image. Bought these batteries and placed four of them into my camera. Took 2 RAW photos and the batteries are now dead. What a disappointment.,negative
542,2 out of the 8 batteries popped while on the charger. I got battery acid all over my hands trying to get them out and cleaned up.,negative
548,Batteries seem to work fine but they are packaged in multiples of 4 and it's an annoyance to break open a new pack each time. What's the point in buying in bulk with so much packaging,negative
554,None of first eight batteries I opened worked. Tested other batteries to confirm was a battery problem. Confirmed!!!Wow.,negative
584,I change the batteries at least once a month. These things eat batteries like crazy and are hardly used.,negative
585,Breaks down too fast and won't run my trail camera but around 6 hours.,negative
588,"Had my first battery leak from the package. Installed batteries in November 2016 in house thermostat, so a fairly important device. Not sure when the leak began, but was discovered today (1/13/2017 - little more than two months later) after the furnace was running non-stop and house temperatures reached over 80 F. Checked the batteries and found one had leaked all over the contacts and battery holder in the thermostat.",negative
589,Leaked all over our lantern battery case. I purchased these batteries for an emergency since they had a long shelf life. I put 4 batteries into each of my lanterns and 2 each into my flashlights. I have multiple battery leaks between the lanterns and flashlights. I ended up spending over an hour cleaning up the battery cases and flashlights. I've purchased the AAA pack as well and don't seem to have the same problem.,negative
590,"These batteries did their job but did not last very long at all. At the time of writing this I used them about two months. Normally that would be good, but I only was using them in a set of LED string lights that I kept on at most an hour a day. In the past month I barely used them at all, because the batteries had started to die and alter the color of the lights. I had expected to get a lot longer use out of them, considering other brands I only need to change every six months at earliest.",negative
591,I've had several of these 'fail' long before they should have. Several instances of having to replace them much sooner that competitors batteries.,negative
592,This item arrived with no battery pack. There is no way to power the toy without it because you can't just use regular batteries.,negative
601,Be Careful with this one - I put 4 of these into my TV remote and almost immediately had one pop. I could hear a sizzling sound within the remote and I immediately took out the battery carrier (I inserted them in proper polarity). One of the batteries was actually fizzling at the female end where it had split and was leaking. Unreal.... I've never had a battery do this before. I will NOT be ordering these ever again.,negative
652,I put these in a Pumpkin candle for Halloween and they lasted 4 days. I put them in a Flameless candle set of 5 and they lasted one week set on a timer to go on for 5 hours a night. These are really not economical. Best to pay the price for the good ones.,negative
698,Had these in my wii for 2 weeks and the batteries leaked all over.,negative
699,"I have encountered several AmazonBasics batteries lately which were dead on arrival. Since they are cheap, I just throw them in the trash and try some more. However this is concerning. If this occurs much more I will stop using them and purchase more traditional, reliable brands. Simply beware when you purchase these, some bad ones may be mixed in the batch.",negative
700,"I just went to use these for the first time... and they exploded in the remote I put them in! Literally, a loud pop and a black liquid was leaking out into my remote and all over my hands. Needless to say, it scared me to death!",negative
701,"Sorry to say these batteries leaked in a lighted mirror and ruined it. C'mon, Amazon!",negative
708,"bought these batteries because the duracell batteries tend to leak, but these batteries i had to replace in five light sets that the duracellslast months these lasted a week. The duracells leak but only if you leave them dormant in the fixture.",negative
709,"Bought these for my sisters day care. She said half of them did not work at all, were dead when received",negative
727,"For some reason, they are not working very well with my wireless mouse. Mouse pointer mover very slowly when I use these batteries, but it works fine when I use different batteries",negative
733,"The batteries are sligtly bigger and will not fit in some electronics I thought AA was the standard size Nope, I was wrong, but the good news is I now am the proud owner of 48 slightly oversized batteries that do not fit in most of my battery operated devices. Perfect! Out of 9400 reviews nobody noticed the size issue with these",negative
739,"I love Amazon. I am a prime member. Have had an amazon credit card for 16 years. Think their service and pricing is second to none.But.... these batteries are garbage. Gar-bage.They really don't work or at the very least don't work most of the time. Even when they do appear to work they only last like 1/4 of the time a normal AA would. Maybe you can justify the pricing for certain situations.Should you use them for led string lights and hope they last a couple months Yep.Portable defribrilator No.RC car Sure.Camera for younger sister's wedding in the Greek Isles Nope.Vibrating nose hair trimmer Ok.Computer battery for your 17 hour flight to Siberia Nyet.Get my drift... sure try them out, and keep trying them, like I have, but don't put any faith in them.",negative
740,"These are the WORST batteries I have ever encountered anywhere in my 46-year life! I am appalled that Amazon put their name on them I guarantee that if these had been my first Amazon purchase, I would never have done business here again. If they had not been wrapped in packs of 4 batteries in cellophane, I would have been certain that someone else had used them all up and then returned these batteries to Amazon.None of the batteries was anywhere close to full power - they couldn't provide adequate power to anything I tried them in for any battery-powered item to work properly. Candles and flashlights were so dim I would have required more of them than I am physically capable of carrying to avoid tripping over my own feet. None of the appliance remotes would even turn their respective appliances on after these batteries were inserted. Every item I tried these batteries in also stopped working completely due to a dead battery in less than 30 minutes.Obviously, I should have returned these batteries, and I'm sure I would have done so if my mom had not had a heart attack shortly after I received them. I am just grateful she is now doing so well that neither she nor her cardiac surgeon have to rely on any battery-powered device!!!",negative
741,"This set of batteries exploded being stored in my garage, right next to a set of duracell. Duracell is fine.",negative
747,Not good. Don't last a week.,negative
756,The ones that work work fine however I've just had to toss eight because they're dead. don't work. not happy,negative
757,"These are wretched batteries. They typically last only two weeks in a TV remote control device, they can't power a computer's mouse beyond a week, and I have serious doubts about their shelf life. Packaging is nice, though, sort of like The Washington Post.",negative
758,"Bad investment. Some of the batteries did not even work - no juice in them. Really surprised by the poor quality, Amazon Basics.",negative
759,Terrible batteries!! They exploded all over my face. Received them on a Monday and that Sunday was having problems with my remote so I opened it up and was sprayed in the face with acid. Luckily it missed my eye. I have bought cheap batteries before and never had anything like this happen before!!,negative
760,"From experience, the worst batteries I've ever purchased. Not sure if these were manufactured second hand but more than half of the pack died within ONE USE. As a new mom who depends on the quality and longevity of a good battery for her child's needs, I will never order this product ever again.",negative
763,I can only think of one way to describe this item...JUNK!!!,negative
786,"I use these for my son's Thomas and friends trains, and they didn't last very long. Maybe 2 days at the most. Won't be ordering these again.",negative
802,"Probably should have rated these one star, but I didn't because I like Amazon as a whole. These batteries are soooo bad though! They were comparable to the Kirkland ones at Costco in price so I decided to switch things up and try these out. Huge mistake. These last half the life of Kirkland's. Not kidding. Not worth it. These are cheap!!!!!!!!",negative
803,I realized after purchasing that the reason you get so many for such great price is because it takes the entire box to equate to one 12 pack of more expensive batteries. The life on these is terrible! I've used them in everything from remote controls to kid toys and they run out VERY fast. Go ahead and spend the extra money for a better quality battery.,negative
806,Only 3 worked out of the entire pack.,negative
812,"These batteries did not do the job for us. They were low powered and did not last as long as their competition.I thought all AA batteries were the same but after our experience with these I have to say that you get what you pay for.I am not sure how or why they are different than other batteries, lower voltage less capacitanceThey are cheap - do not buy them.",negative
813,"They sure wore out quick! We normally go thru about a dozen AAA batteries in a year. We use them most for TV remotes and wireless mouses. But we replacing these every month. I was quite amazed at how quickly they were wearing out! I have a battery checker and once they hit yellow, they were done.Cheap batteries but I would not recommend nor will I buy again.",negative
815,"They're cheap but we went through these in less than half the time of the previous pack of the same, which was Duracell. I was hoping the brand wouldn't matter but it seems that in this case, it does.",negative
816,"These run down in my TV remote quicker than any battery I have used. TV says low battery within a week of installing. I will try another brand next time. Amazon, please keep an eye on quality and have your manufacturer test and give you results periodically. They will often provide good samples for evaluation early in production and then lower quality later.",negative
819,Amazon brand batteries are very poor quality. Don't last more than 3 months in a remote control (which barely uses any power). This is shameful and stupid as it diminishes confidence in the Amazon brand name.,negative
834,Very nice looking in picture and from a distance but the clock itself is cheaply made....The actual clock mechanism stopped working twice and doesn't work at all now.,negative
838,"The positive cap is just a little shorter than it's supposed to be. That means battery holders which have shoulders built into them, the positive terminal doesn't touch the contact. The Chinese find creative ways to cut corners to achieve the desired price point of the customer. They do not sacrifice profit...they sacrifice quality...they sacrifice quantity and they sacrifice material. Thanks China!",negative
841,These batteries held up about as well as dollar store batteries. Very disappointed in quality.,negative
850,"While most, modern day batteries no longer contain mercury, the Amazon basics battery line unfortunately does. Which means they're bad for the environment, and not able to be disposed of other than in appropriate hazardous waste. I'll spend the extra few dollars and buy a name brand",negative
859,Stopped working in less than 3 months.,negative
867,These batteries are crap. Last a few days in xbox controller. Energizer lasts months. Don't waste your money.,negative
870,"DO NOT PURCHASE! These batteries leaked in a machine I was using in my kids room to project stars on the ceiling. When I picked the projector up, it leaked battery fluid on me and burned my arms and legs. It could have gotten on my children! The leaking fluid also ruined the projector.The batteries were new, stored at room temp, used at room temp, not recharged, and not exposed to any fluid or abnormal conditions. Disposing in the appropriate manner.ETA: I was VERY happy with Amazon's resolution despite this bad experience. Thanks Amazon... I'll order batteries from you again. Just not your brand...",negative
872,Just put them in 3 days ago and already dead. Going with the name brand next time.,negative
873,"With four kids under the roof, their toys are always in need of AA batteries. I had purchased this AmazonBasics pack of AA batteries for exactly that purpose. The expiration year reads 2024, but after just two years of sitting on the shelf, the batteries that are left are all but dead. They weren't left in cold storage to freeze, they were right on the shelf in our living room. I ended-up going to Radio Shack and purchasing one of their batteries instead.I can only imagine that most of the 5-star reviews for this product are based off initial impressions and short-term use. It's really sad that they just can't hold their own after only two years. Will stick with known brands from now on.",negative
874,Bought a box of 36 aaa batteries and all batteries were dead. Don't waste your money. The only way I rated it 1one star is because it would not except ZERO stars which is what this product deserves.,negative
875,None of these batteries had a full charge. My charge detector never reached the green zone. They were one half used up. This was true for the other two sizes D and AAA.,negative
876,All the batteries came dead. None of them worked. Don't bother buying these.,negative
877,"I got two of these batteries with my Fire TV stick. Loaded them in and everything was good for 1.5 days. Then the Fire TV stick stopped responding. I trouble shooted with no fix. Called customer service and they had me trouble shoot too, started by saying can you change the batteries.... my response ... seriously, you want me to change the batteries, it's a freaking TV stick what could possibly be wrong, the batteries are brand new and came with the device. So I was changing the batteries as I was saying all that only for the new batteries to fix the problem. So.... these amazon batteries died in 1.5 days. How does that happen",negative
878,It's seems as thought all of the batteries in the package are already dead. They are only lasting 3-4 days in the devices I'm putting them in. Fairly disappointed,negative
879,"These are the worst batteries I have ever come across. I just discovered today that mostof the batteries I was sent were dead. I put 8 batteries into a device 3 weeks ago and the batteries were already dead (energizers lasted a year and a half in the same device) I put 4 others into another device and they lasted only 1 month (energizers lasted 2 years in this device). Both devices were operated under the same conditions. I tried putting new Amazon batteries into the devices, and the devices didn't work I tried putting another set in, same problem. I then placed Energizer batteries into the devices, and they work. I essentially bought 12 working batteries that lasted less than a month in devices that used them in such a manner they would last 12x as long. Never purchasing Amazon batteries again. I would return them for being dead, but I am outside the 30 day return window.",negative
881,"The batteries were not operable out of the package. Thought it was the appliance, but replaced with other batteries and it worked fine. Luckily, Amazon's return policy is amazing but I doubt I'll try another one of their Basics brand items anytime soon.",negative
900,Defective and cheap. Only a third held any charge and those died super fast.,negative
901,"We must have gotten a defective lot, because these have caused every fire alarm in the house to sound within days of installing these batteries. Too late to return. So much for 10 year shelf life.",negative
902,"Defective! All Amazon batteries I tried over the past year have been defectlve. Most too short. I have to constantly pull the spring, if the device has the spring, and roll the battery around to get it to work again. These are new batteries. Many of the batteries were thrown away because we thought they had been used up. It wasn't until recently that we realized it was all the Amazon batteries that were causing the problem. I was on the phone with Amazon for two hours yesterday trying to get these orders straighten that out. I still have no confirmation that I do not have to send the batteries back because many went into the trash.",negative
903,"I am now trying to use the batteries and basically they are not working. Perhaps they are old, but they are just plain not working. I put in a Duracell and my headphones work. I put any one of the 36 batteries in the headphones - and it is not working. It is not worth the effort to get my 10 back.",negative
911,"These batteries wore out much too quickly. I almost replaced the weather station after it went through 2 sets of batteries in about 1 month. Luckily, something else with the same kind of batteries burned out the same day and I realized that the batteries were bad, not the electronics. .",negative
912,Batteries dead as of June 1. I did not use half of then. Good for 6 months.,negative
913,"We used in an August smart lock. We expected to get about 2-3 months of use based on the energizer batteries that came with the lock, but batteries died in 2 weeks.",negative
914,DID NOT RECIEVE AA I only recieved Cbatteries!,negative
915,I bought these for remotes in my home. I'm constantly having to change them and sometimes the brand new batteries don't work.,negative
917,Ive gone thru half the box. Everyone of these batteries lasted for about 10 minutes and then died. Not happy at all! Wasted money on something i needed.,negative
918,"I have no idea why these batteries are reviewed so well. I used them in a small LED keyboard light for my computer, and I had to change them weekly. Sure you get more batteries for less money, but in total I think you'd be better off buying a quality brand.",negative
919,"These batteries die out a lot faster than the Duracell batteries we normally purchase. Yes, they are cheaper, but unfortunately more batteries are ending up in the landfills because we are going through these too fast.",negative
920,"They didn't last long, do not waste your money!! Die quickly, most of them didn't even work out of the package!!",negative
921,"Hi ordered these thinking they were a great price, but sadly they die very quickly.",negative
922,these suck! They run out in literally just a few days. I have used several sets of these for my AC thermostat which is battery powered and the thermostat died every few days when using amazon brand batteries. using Duracell or energizer - they last for at least a few mos. I will never buy amazon batteries again. You get what you pay for.,negative
923,these batteries died very quickly when compared to energizer or Duracell. Spend a little more and get a lot more battery life.,negative
924,run out super quick! would not buy again,negative
925,"Holds basically a 30 minute steady usage charge and dies. We used these in microphones, and they died within the 30-40 minute range, fully charged.It also seems that the older they get, the longer it takes to charge and the faster they die out. Not very reliable, unfortunately.",negative
926,Cheap price but they sure don't last very long. I won't buy the Amazn brand again.,negative
927,Disappointed by the amount of time these batteries lasted.,negative
928,Do not hold charge as well as major brands.,negative
929,Does not turn well at all. Will be returning it,negative
930,"I love Amazon, but these aren't at the same level as the big brands. I use them in some monitoring devices in my home. Typically I would need to change these every 3 months, but these are lasting about 6-7 weeks at best. They're ok, but just don't have the life expectancy I need.",negative
931,these batteries are terrible very disappointed. i have purchased before great long lasting very powerful. i must have received a bad batch they don't last very long. i may not purchase again.,negative
932,"Worked for one day, then stopped working. Can't tell if it deterred any cats because it only went off when I walked by, but didn't register the cats when they jumped on the counter.Would not recommend.",negative
933,Disappointed with this product. Used them for led candles and had to wiggle them around to get them to work. At the same time I also purchase ACDelco Batteries because Amazon would only allow the purchase of one box. I'm glad I did because the ACDelco batteries worked great! I would not purchase AmazonBasics batteries again.,negative
935,The price was right but they just don't last as long as the other name brand batteries so it's not worth it.,negative
936,Sadly these batteries are horrible! I hardly ever have complaints about anything I order but these batteries barely have any power and I've had to change them out many times.,negative
937,"These batteries literally only last 15 minutes inside of each device I put them in. When I researched the product, they told me the only way was to spend 50 on the recharger for these batteries. I personally do not buy batteries to have to spend more than what I spent on them in whole to have to buy a whole other product to recharge them. Worst amazon product I ever wasted my money on",negative
938,"These batteries were a huge disappointment. I used two in my amazon tv remote and they lasted only 2 weeks. Usually, I only need to change batteries in that remote every 3-4 months or so. Total ripoff.",negative
939,"I am disappointed with this purchase. I purchased these for my Dad, delivered to him in October, 2015. I am visiting, and just opened the brand new package, and inserted 4 of them to run his blood pressure cuff. The machine worked, but the battery indicator showed low, I switched the batteries with other brand new amazon batteries - same reading. Then I switched with another set of name brand batteries, and the battery indicator showed high/full. If I was home, I would have used my battery meter. No 10 year shelf life - not even a 10 month shelf life. Amazon, I am usually one of your biggest fans, but not this time.",negative
940,"For some reason, these just haven't held a charge the way the Duracells I've used the past do. I've used these in those small-wired-LED lights you can use for decorations. Those lights take 3 AA batteries and while the old Duracells I've used lasted several months on a 4-hour on, 16 hour-off timer, these are lasting just a few weeks.",negative
941,These batteries are not lasting at all.... very short life on them... super disappointed...,negative
942,Batteries don't last that long I bought these for some of the little round lights that go in your closets or under your cabinets they didn't make it a week which was sad.,negative
943,Spend a few more dollars and get a branded one. These discharge very fast. Had to keep changing my wall clock battery every 2 months when I had these. Got an energizer battery and that stayed for more than a year. Didn't expect amazon product to be of such poor quality.,negative
946,"DO NOT BUY. All batteries arrived completely dead. I thought it might be a bad batch. Ordered more, all arrived dead.",negative
947,"I only have it one star because I couldn't give zero stars. Over half of the box were dead. The ones that did work, only worked for a very short time. Do not buy these batteries.",negative
948,They didn't work. Took one from each pack and - nothing!,negative
949,"Went to pit them on for the first time and the strap behind the buckle broke. Never even got to wear them. Poor construction, cheaply made product.",negative
950,You get what you pay for.Lucky to get 2 weeks of minimum use.,negative
951,They went Dead before even using them.. The ones i used lasted maybe 4hours at best !!!,negative
952,Might as well be dead on arrival. Already burned through two sets of 4 of these since I ordered them less than two months ago on a Schlage keypad deadbolt lock. The previous batteries lasted over a year. I'll never order another Amazon basics battery.,negative
953,"Purchased these 3 months ago in addition to a higher end () brand that came with a 9 docket charger. The higher end rechargeables are still going strong. These leaked battery acid all over my charger and ruined one docket, and ruined an under cabinet puck light. Save your money! They won't last!",negative
954,Bought these batteries thinking they were a good price. I have two deodorizer devices that spray a tiny amount every :20 minutes. I put these batteries in one and a brand name in the other. The name brand batteries have not been changed yet ant these batteries have gone through 4 pairs. Name brand are cheaper in the long run,negative
956,I don't understand why these are rated so highly - these batteries DO NOT LAST. I have never experienced batteries that died so quickly....I used them from everything to my computer mouse to microphone and they lasted maybe about 1/4 the time of what I'm used to. I guess you get what you pay for - would never order these again,negative
957,They do not last long at all. I have to keep changing them out on the products I put them in. Will not be buying them again.,negative
958,batteries last a fraction of the time that most of the other well known battery brands do,negative
959,I ordered a ton of these for holiday candle lights. They are in for 6 hours each night and turn off on a timer. We are 15 days in and every single candle (34 of them) is so dim you can barely see them.Expected to get far more life out of these. Do not recommend.,negative
960,They do not work. I had to buy Duracell,negative
961,These batteries started leaking right out of the box.I threw them in the trash and went back to Duracell.,negative
964,DOA. Had to replace with other batteries. What a disappointment. Threw them away. :(,negative
965,I got a bad batch. 4 of them arrived dead. I would have sent them back but I missed my window.,negative
966,Literally the worst battery I've ever had. I've used them in different types of products and they are DEAD WITHIN A WEEK every time. Go to the dollar tree and save yourself some money and a headache,negative
969,Does not last. Very short life span.,negative
975,After one use in a regular used battery powered item it's dead. With other brand I can use the item several times before I have to replace the battery.,negative
976,I was really excited to find a great deal on batteries. I would have to say if you just used these batteries for remote controls. And basic stuff then this would be the battery pick hands down. I could not believe how many batteries I went through for a child's toy. These batteries don't hold there ground against brand name. I burnt through 24 amazon batteries in one month on my son's hot wheel course. Just basic use maybe an hour a day at most. Brand name has lasted 2 months.,negative
977,These die SO fast.,negative
978,"Put these batteries in led string lights on two wreaths, place kirkland batteries in another set of the same lights....guess what Amazon batteries loose their power quickly. Kirkland batteries are still flashing strong,,,,,,Amazon batteries barely blink. Sorry Amazon, love you but not these for me.",negative
980,It doesn't work with my Amazon wireless mouse,negative
984,These go dead very quickly. Not worth it if you rely on whatever the batteries are powering. Maybe ok for a remote control or something unimportant.,negative
985,Didn't have hardly any charge to them. A total waste of money.,negative
986,These batteries don't even work in a Amazon Firestick!,negative
987,"Don't Buy! I thought it was a great deal initially, but these batteries are drained SUPER QUICKLY. I have one in my wireless Logitech mouse and I have had to replace the battery 4 times since November, that is 5 batteries in 2 months that is ridiculous! I have started buying the Duracell ProCell Batteries, I am having much better results.",negative
989,"Worst batteries for photographers. I'm sure they might be fine for using around the house, but for what I purchased them for (using with my external flash) these are the worst batteries I've ever used.Won't purchase them again.The black ones that are supposed to be better are also horrible for photographers.Household use only.",negative
990,"Never put a review online about a purchase , but this Amazon battery leak so badly I have to discard all of them after 2 weeks of use, DON'T BUY THIS ITEM ....",negative
991,"These are, by, far, the worst batteries my family has ever purchased. They have all lasted less than one week and I've only used them in things that see usage a few times per week. None of them have seen more than 10 min total usage before needing replaced and q about a third of them have leaked or corroded worthiness a few days. I've had much better luck with dollar store brands.",negative
992,"I use it for the roku remote and it runs out so fast, holds for about 2-3 weeks (just like the chineese batteries),",negative
993,"You get what you pay for here. These are cheap batteries and don't last very long, I'd spend the extra and get rechargeables.",negative
994,I put two of these in my small flashlight and they only lasted about 15 minutes. Waste of money.,negative
996,"I purchased them thinking they would be a great value, based on other reviews. I have an alarm keypad (among other things) that I use them in. Previously batteries would last about a year in the keypad. These batteries will last about a month before they die. The first time it happened, I thought there could have been a bad battery or possibly my memory was failing me. After 3 sets in 3 months, there is no doubt. The batteries test fully charged when I install them and then a month later they are gone. That is not a great value at all. I will find another battery for future use.",negative
998,Good price but batteries just don't last as long as name brands. My hope was to power Christmas decorations through the holidays and save a few bucks. Many of these batteries did not make it. In the future I will stick with proven brands.,negative
999,"Terrible. Don't hold their charge, I change the batteries in my remote once a week. Will not be buying again.",negative
1000,These are terrible. Don't last Put then in various items and their life is only 1/2 half of a Duracell,negative
1001,"These have failed after a few weeks each time I've used them in my wireless keyboard. Duracells, on the other hand, have lasted for months.",negative
1003,"This is my 2nd time ordering them and even though they arrive very fast and nicely packaged, these batteries only last about an hour and a half on my son's toy train.",negative
1004,I don't know why but these things don't last long. Maybe I don't know anything about batteries and there is certain number I should be looking for to determine the life span. I ended up going through these quickly so I could probably just buy the expensive ones and get the same life rather than keeping on purchasing these.,negative
1005,Batteries do not last at all. Worth just getting energizer batteries instead.,negative
1006,"After using two sets of these, I am going to agree with other reviewers and say that they don't last as long as name brand batteries.",negative
1008,These batteries don't last half as long as the RayoVacs I usually get.,negative
1009,"These batteries don't last. They might be a good value but for me it's more important to have a battery that lasts longer. Or use these for hiking and rockclimbing and working on my car in the middle the night if I have a flat tire. If you use them like that you want a much better battery like the name brands Duracell, energizer etc. If you just want something that's cheap these batteries are definitely cheap but I bought the 60 count Duracell batteries for .36 each. I think the Amazon ones go for just a bit over .20 each. I think the Duracell's last more than a third longer.",negative
1012,They lasted less than 24 hours in my mouse and that includes turning the mouse off overnight! What a ripoff.,negative
1013,"I bought these batteries to charge my insulin pump - a life critical device. After I started using them, I found my pump worked terribly and after testing all other variables, popped out the Amazon battery and replaced with a Duracell, and everything was back to normal. I won't use these again.",negative
1015,"I am very disappointed in these. I put them in my remote and within 24 hrs they are completely dead. For shame, Amazon. For shame.",negative
1017,"Won't buy again, I replaced batteries in my smoke detectors with these less than two months ago, replacing again with Duracell. The last Duracell batteries lasted almost 3 years in the same detectors. Don't waste your money on these, spend a little more for a good product.",negative
1018,"I use a lot of batteries for lighted decorations all year round. I tried these out during Halloween. They were the worst. I tested them against Sams Club batteries, Harbor Freight Tools batteries and duracell. The amazon always died first. They even leaked that battery acid out after a few hours of use. Just horrible. I removed these from my subscribe and save list. I won't buy again.",negative
1019,These are horrible! Don't waste your money. These batteries die faster than any I've ever tried. A few hours in a Wii remote and they have to be replaced. I'm so disappointed!,negative
1020,The original Amazon Basics in the solid silver wrapping were great. These seem to have about a half life of those. Wouldn't recommend for use.,negative
1021,"I like shopping with Amazon and have purchased several Amazon brand products. However, I would not recommend anyone buy these batteries. I opened up the box and took a pack of four batteries out of the case and one was leaking. I threw those away. I need batteries for one of my sons toys so opened up another pack and put the batteries in and you guessed it, there was no charge in the batteries at all. About half of the batteries in the box were dead on arrival. The other ones had a charge but did not last long. Save your self the headache and buy energizers or something else. You will pay more but they work. I tried to return this pack but I was out of the 30 day window to return so I'm out the money.",negative
1022,they dont last long at all not worth buying,negative
1026,Worst battery I have ever came across. Don't use for children's toys leaks battery acid. Had in my daughters mobile and the batteries only lasted 4 days when any other battery lasts a month and when I replaced them this morning I found they leaked battery acid all over.,negative
1027,"Bought a, c d 9v batteries in April the AAA seemed fine but went to replace them 4 backs dead. I tried 5th pack and they worked. I will no longer be buying batteries from Amazon you can not count on them. I had d didn't work I hope 9v work. Some of these where for fire alarms not long lasting or don't workUsed c batteries they lasted 12 0f a CD Amazon batteries are horrible",negative
1029,These batteries don't last!!!!,negative
1030,All but about 4 were duds. What a waste of money.,negative
1031,Not very long lasting batteries....,negative
1033,"These batteries are HYPED! Duracell always wins. I bought them for electronic circuit for my experiments and I can clearly see how they fail against Duracell AAA batteries. I also wonder about the review someone has put that shows the performance plots. Under standard conditions doesn't matter, batteries need to perform the way consumers use them. To be fair, these batteries are better but don't show them as the best in the world, no way!",negative
1035,"Bought these in late Nov. By March 1, most of them were dead in the package.",negative
1048,"I gave one star because they were batteries and did not explode in my face which is a major plus. However, if you need batteries for anything you use on a daily basis outside a tv remote then do not buy. These batteries do not last as long as duracell or energizer by far, and i wish i was getting paid to say that. Spend the extra dollars and buy a better battery.",negative
1156,Good price but batteries don't last long compared to other brands,negative
1160,I was searching for rechargeable batteries and these came up. I did think it was a great price for rechargeable batteries so I bought two packs. Didn't realize they were regular batteries until they arrived. I was a little annoyed. I blame Amazon for showing me these when I was looking for something else.,negative
1161,"The advertisement promises a 4 channel boat. It is not - only one channel. Consequently, kids can't play simultaneously with more than one boat (which was the reason I bought several). Simple false advertising. The main reason I bought this model over others was that it was promised with multiple channels.",negative
1178,"mu AA Amazon batteries made in Indonesia were without power after 12 months, bought in May 2016",negative
1180,After less than 6mos I started seeing a lot of leakage.,negative
1189,"Had to wait for more than a month for delivery. First few uses of product has not been good. In a head set had to replace batteries (3) with very small usage, evenings only, had to already replace batteries. The AAA pro cells we normally order usually last a week or better with daily use. I am not pleased with this product.",negative
1191,I used it in a computer key board. First pair lasted only half of the time of other brand like DURACELL.I will see if the second pair does any better.,negative
4295,"When you buy bulk batteries normally you open a box and have a bunch of batteries. With amazons frustration free packaging you open a cardboard box and find pain, hardship and loathing. I sprained a wrist trying to get the batteries out of the individual 4 pack space age metal plastic wrapping. It's terrible. It's also the first amazon product I didn't like. The first terribly packaged amazon product I've ever seen.",negative
4296,"Never again will I purchase this. The outer cardboard box is frustration-free, but the batteries are tightly shrink-wrapped in groups of four. You need to cut into the wrap to begin to separate the batteries, pull them apart, then cut a little slice into the wrap around each battery. Then figure out how to pull each battery out of its little, plastic strait-jacket.Even if these batteries function well, the hassle of unwrapping them (12 shrink-wrapped sets of four batteries) isn't worth any cost savings.",negative
4302,Did not work.,negative
4303,"Shame on Amazon for putting their trusted name on this garbage! Nothing I put these batteries work properly whether AA, AAA, C or D, not the blood pressure cup won't fill with air before going into Error, motion lights that flicker when these are put in, remotes that work on and off - which all goes away with name brand batteries!",negative
4304,"When I purchased the Fire Stick, these batteries were included. In less than three weeks they were dead and had to be replaced. The batteries for the Fire Stick are used only in the remote, so it is not as though they got much use! I would never recommend such a garbage product.",negative
4305,Feel like these loose their charge much faster than the brand I used to buy. Will not purchase in the future.,negative
4314,Don't last very long,negative
4330,Bought a 20 pack to give them a try and found they dont hold up well in the tv remotes.... gone back to duracells,negative
4614,Good value for the money. I use them in kids toys and remote controls where they work fine. For heavy discharge items like flashlights and tools they will not last very long compared to other premium brands. I don't trust them in smoke detectors either.,negative
4824,"So, I purchased a pack of these a month ago (11-Dec-2015) and was using them as expected, when I hit a snag. At LEAST 3 batteries from this pack were marginal/undervoltage (1.5V) out of the box. I found this out because I had replaced a pair of batteries in one of my remote sensors for my wall mounted indoor weather station because the had sensor stopped working. I thought maybe I had inserted them wrong, but no, the +/- marks matched the batteries. So I tried several times to reset both the sensor and the station with no luck. At one point, I had all of the batteries out to force a reset and put them back. But now my weather station would not power up either.That was the clue I needed. I got my trusty multimeter (with battery tester) and checked out all 5 of the Amazon Basics AA cells. Like all NEW 1.5V batteries, most of them showed 1.6V which is typical. Two of them were at 1.48V, which was just low enough for them to be considered undervoltage. No new AA battery should arrive with 1.5V. This is the first and only time I have ever seen fresh batteries arrive in a not as new condition with caused problems with my electronics.I generally like all of the various Amazon Basics products (mice, HDMI cables, etc.), but this has caused me to have doubts about not only their AA batteries, but all of the house branded products. Buyer beware (Caveat Emptor) seems to be the bottom line.",negative
4874,Very short life in these... Bad batch,negative
5412,"Great price - but you get what you pay for. In our Xfinity TV remote, these last 25 of the time the Duracell's lasted. Overall, they don't have lasting power like the top brands.",negative
5761,I was a little surprised how large a portion of these batteries measured as dead or low out of the box. I did not notice at first but a few batteries in some would last all of a day on low power items. I am currently sitting on 25 dead or extremely low.,negative
5805,By far the worst batteries I have ever bought I regret my purchase of 2 packs! Half of each box came without power and the ones that did were half life! If u found this helpful please rate helpful thanks!,negative
5806,some are not functioning,negative
5807,I got these batteries on Amazon Prime Day and I thought I got a good deal but half of them don't work!!! Very disappointed.,negative
5808,Half the batteries didn't work!,negative
5809,Half the batteries had no charge.,negative
5826,"I have to change my mouse batteries and keyboard batteries like every two weeks with these..... before it was every few months.... horror story... constantly get ... mouse not connected , keyboard not connected ......sometimes starts within a few days....... going to pay more for the name brands",negative
